biosampleId,id,individualId,info,libraryLayout,librarySelection,librarySource|id,librarySource|label,libraryStrategy,platform,platformModel|id,platformModel|label,runDate
HG02953,SRR00001133,HG02953,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02968,SRR00001134,HG02968,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02970,SRR00001135,HG02970,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02971,SRR00001136,HG02971,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02973,SRR00001137,HG02973,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02974,SRR00001138,HG02974,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02976,SRR00001139,HG02976,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02977,SRR00001140,HG02977,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02979,SRR00001141,HG02979,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02981,SRR00001142,HG02981,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02982,SRR00001143,HG02982,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG02983,SRR00001144,HG02983,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03006,SRR00001145,HG03006,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03007,SRR00001146,HG03007,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03009,SRR00001147,HG03009,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03012,SRR00001148,HG03012,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03015,SRR00001149,HG03015,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03016,SRR00001150,HG03016,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03018,SRR00001151,HG03018,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03019,SRR00001152,HG03019,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03021,SRR00001153,HG03021,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03022,SRR00001154,HG03022,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03024,SRR00001155,HG03024,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03025,SRR00001156,HG03025,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03027,SRR00001157,HG03027,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03028,SRR00001158,HG03028,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03039,SRR00001159,HG03039,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03040,SRR00001160,HG03040,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03045,SRR00001161,HG03045,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03046,SRR00001162,HG03046,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03048,SRR00001163,HG03048,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03049,SRR00001164,HG03049,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03052,SRR00001165,HG03052,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03054,SRR00001166,HG03054,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03055,SRR00001167,HG03055,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03057,SRR00001168,HG03057,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03058,SRR00001169,HG03058,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03060,SRR00001170,HG03060,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03061,SRR00001171,HG03061,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03063,SRR00001172,HG03063,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03064,SRR00001173,HG03064,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03066,SRR00001174,HG03066,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03069,SRR00001175,HG03069,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03072,SRR00001176,HG03072,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03073,SRR00001177,HG03073,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03074,SRR00001178,HG03074,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03077,SRR00001179,HG03077,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03078,SRR00001180,HG03078,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03079,SRR00001181,HG03079,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03081,SRR00001182,HG03081,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03082,SRR00001183,HG03082,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03084,SRR00001184,HG03084,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03085,SRR00001185,HG03085,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03086,SRR00001186,HG03086,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03088,SRR00001187,HG03088,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03091,SRR00001188,HG03091,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03095,SRR00001189,HG03095,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03096,SRR00001190,HG03096,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03097,SRR00001191,HG03097,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03099,SRR00001192,HG03099,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03100,SRR00001193,HG03100,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03103,SRR00001194,HG03103,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03105,SRR00001195,HG03105,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03108,SRR00001196,HG03108,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03109,SRR00001197,HG03109,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03111,SRR00001198,HG03111,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03112,SRR00001199,HG03112,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03114,SRR00001200,HG03114,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03115,SRR00001201,HG03115,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03117,SRR00001202,HG03117,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03118,SRR00001203,HG03118,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03120,SRR00001204,HG03120,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03121,SRR00001205,HG03121,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03123,SRR00001206,HG03123,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03124,SRR00001207,HG03124,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03126,SRR00001208,HG03126,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03127,SRR00001209,HG03127,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03129,SRR00001210,HG03129,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03130,SRR00001211,HG03130,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03132,SRR00001212,HG03132,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03133,SRR00001213,HG03133,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03135,SRR00001214,HG03135,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03136,SRR00001215,HG03136,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03139,SRR00001216,HG03139,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03157,SRR00001217,HG03157,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03159,SRR00001218,HG03159,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03160,SRR00001219,HG03160,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03162,SRR00001220,HG03162,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03163,SRR00001221,HG03163,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03166,SRR00001222,HG03166,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03168,SRR00001223,HG03168,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03169,SRR00001224,HG03169,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03172,SRR00001225,HG03172,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03175,SRR00001226,HG03175,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03189,SRR00001227,HG03189,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03190,SRR00001228,HG03190,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03193,SRR00001229,HG03193,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03195,SRR00001230,HG03195,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03196,SRR00001231,HG03196,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03198,SRR00001232,HG03198,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03199,SRR00001233,HG03199,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03202,SRR00001234,HG03202,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03209,SRR00001235,HG03209,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03212,SRR00001236,HG03212,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03224,SRR00001237,HG03224,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03225,SRR00001238,HG03225,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03228,SRR00001239,HG03228,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03229,SRR00001240,HG03229,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03234,SRR00001241,HG03234,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03235,SRR00001242,HG03235,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03237,SRR00001243,HG03237,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03238,SRR00001244,HG03238,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03240,SRR00001245,HG03240,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03241,SRR00001246,HG03241,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03246,SRR00001247,HG03246,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03247,SRR00001248,HG03247,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03258,SRR00001249,HG03258,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03259,SRR00001250,HG03259,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03265,SRR00001251,HG03265,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03267,SRR00001252,HG03267,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03268,SRR00001253,HG03268,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03270,SRR00001254,HG03270,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03271,SRR00001255,HG03271,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03279,SRR00001256,HG03279,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03280,SRR00001257,HG03280,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03291,SRR00001258,HG03291,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03294,SRR00001259,HG03294,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03295,SRR00001260,HG03295,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03297,SRR00001261,HG03297,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03298,SRR00001262,HG03298,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03300,SRR00001263,HG03300,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03301,SRR00001264,HG03301,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03303,SRR00001265,HG03303,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03304,SRR00001266,HG03304,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03311,SRR00001267,HG03311,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03313,SRR00001268,HG03313,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03342,SRR00001269,HG03342,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03343,SRR00001270,HG03343,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03351,SRR00001271,HG03351,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03352,SRR00001272,HG03352,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03354,SRR00001273,HG03354,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03363,SRR00001274,HG03363,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03366,SRR00001275,HG03366,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03367,SRR00001276,HG03367,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03369,SRR00001277,HG03369,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03370,SRR00001278,HG03370,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
